timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1713939832390,14,GO,200,OK,MARCA_POST 4-40,text,true,,481,223,41,41,http://localhost:3000/api/v1/inventario/marcas,14,0,1
1713939832387,21,JAVA,201,,MARCA_POST 4-15,,true,,121,224,41,41,http://localhost:8080/api/v1/inventario/marcas,21,0,1
1713939832401,11,JAVA,201,,MARCA_POST 4-16,,true,,121,224,41,41,http://localhost:8080/api/v1/inventario/marcas,11,0,0
1713939832408,9,GO,200,OK,MARCA_POST 4-15,text,true,,481,223,41,41,http://localhost:3000/api/v1/inventario/marcas,9,0,0
1713939832402,15,GO,200,OK,MARCA_POST 4-41,text,true,,481,223,41,41,http://localhost:3000/api/v1/inventario/marcas,15,0,2
1713939832412,16,GO,200,OK,MARCA_POST 4-16,text,true,,481,223,41,41,http://localhost:3000/api/v1/inventario/marcas,16,0,0
1713939831935,507,PYTHON,201,Created,MARCA_POST 4-7,text,true,,366,226,42,42,http://localhost:8000/api/v1/inventario/marcas,507,0,1
1713939832436,9,GO,200,OK,MARCA_POST 4-42,text,true,,481,223,42,42,http://localhost:3000/api/v1/inventario/marcas,9,0,1
1713939832442,7,JAVA,201,,MARCA_POST 4-7,,true,,121,224,43,43,http://localhost:8080/api/v1/inventario/marcas,7,0,0
1713939831938,541,PYTHON,201,Created,MARCA_POST 4-17,text,true,,366,226,44,44,http://localhost:8000/api/v1/inventario/marcas,541,0,1
1713939832449,40,GO,200,OK,MARCA_POST 4-7,text,true,,481,223,45,45,http://localhost:3000/api/v1/inventario/marcas,40,0,0
1713939832447,43,GO,200,OK,MARCA_POST 4-43,text,true,,481,223,45,45,http://localhost:3000/api/v1/inventario/marcas,43,0,3
1713939832465,40,GO,200,OK,MARCA_POST 4-44,text,true,,481,223,46,46,http://localhost:3000/api/v1/inventario/marcas,40,0,2
1713939832480,27,JAVA,201,,MARCA_POST 4-17,,true,,121,224,46,46,http://localhost:8080/api/v1/inventario/marcas,27,0,1
1713939832483,28,GO,200,OK,MARCA_POST 4-45,text,true,,481,223,46,46,http://localhost:3000/api/v1/inventario/marcas,28,0,1
1713939831954,578,PYTHON,201,Created,MARCA_POST 4-3,text,true,,366,226,47,47,http://localhost:8000/api/v1/inventario/marcas,578,0,1
1713939832500,32,GO,200,OK,MARCA_POST 4-46,text,true,,481,223,47,47,http://localhost:3000/api/v1/inventario/marcas,32,0,1
1713939832507,26,GO,200,OK,MARCA_POST 4-17,text,true,,481,223,47,47,http://localhost:3000/api/v1/inventario/marcas,26,0,0
1713939832533,15,JAVA,201,,MARCA_POST 4-3,,true,,121,224,48,48,http://localhost:8080/api/v1/inventario/marcas,15,0,0
1713939831957,601,PYTHON,201,Created,MARCA_POST 4-18,text,true,,366,226,49,49,http://localhost:8000/api/v1/inventario/marcas,601,0,1
1713939832548,19,GO,200,OK,MARCA_POST 4-3,text,true,,481,223,49,49,http://localhost:3000/api/v1/inventario/marcas,19,0,0
1713939831977,591,PYTHON,201,Created,MARCA_POST 4-19,text,true,,366,226,49,49,http://localhost:8000/api/v1/inventario/marcas,591,0,1
1713939832546,25,GO,200,OK,MARCA_POST 4-48,text,true,,481,223,49,49,http://localhost:3000/api/v1/inventario/marcas,25,0,1
1713939832537,36,GO,200,OK,MARCA_POST 4-47,text,true,,481,223,49,49,http://localhost:3000/api/v1/inventario/marcas,36,0,3
1713939832608,14,GO,200,OK,MARCA_POST 4-51,text,true,,481,223,52,52,http://localhost:3000/api/v1/inventario/marcas,14,0,3
1713939832622,9,GO,200,OK,MARCA_POST 4-52,text,true,,481,223,52,52,http://localhost:3000/api/v1/inventario/marcas,9,0,4
1713939832581,31,GO,200,OK,MARCA_POST 4-50,text,true,,481,223,51,51,http://localhost:3000/api/v1/inventario/marcas,31,0,1
1713939832558,54,GO,200,OK,MARCA_POST 4-49,text,true,,481,223,51,51,http://localhost:3000/api/v1/inventario/marcas,54,0,2
1713939832001,607,PYTHON,201,Created,MARCA_POST 4-20,text,true,,366,226,51,51,http://localhost:8000/api/v1/inventario/marcas,607,0,1
1713939832569,30,JAVA,201,,MARCA_POST 4-19,,true,,121,224,50,50,http://localhost:8080/api/v1/inventario/marcas,30,0,1
1713939832559,38,JAVA,201,,MARCA_POST 4-18,,true,,121,224,50,50,http://localhost:8080/api/v1/inventario/marcas,38,0,1
1713939832041,604,PYTHON,201,Created,MARCA_POST 4-8,text,true,,366,226,52,52,http://localhost:8000/api/v1/inventario/marcas,604,0,1
1713939832641,12,GO,200,OK,MARCA_POST 4-18,text,true,,481,223,53,53,http://localhost:3000/api/v1/inventario/marcas,12,0,0
1713939832645,10,JAVA,201,,MARCA_POST 4-8,,true,,121,224,53,53,http://localhost:8080/api/v1/inventario/marcas,10,0,0
1713939832641,15,GO,200,OK,MARCA_POST 4-19,text,true,,481,223,53,53,http://localhost:3000/api/v1/inventario/marcas,15,0,0
1713939832638,20,JAVA,201,,MARCA_POST 4-20,,true,,121,224,53,53,http://localhost:8080/api/v1/inventario/marcas,20,0,1
1713939832651,13,GO,200,OK,MARCA_POST 4-53,text,true,,481,223,53,53,http://localhost:3000/api/v1/inventario/marcas,13,0,1
1713939832041,626,PYTHON,201,Created,MARCA_POST 4-21,text,true,,366,226,54,54,http://localhost:8000/api/v1/inventario/marcas,626,0,1
1713939832655,20,GO,200,OK,MARCA_POST 4-8,text,true,,481,223,54,54,http://localhost:3000/api/v1/inventario/marcas,20,0,0
1713939832667,17,GO,200,OK,MARCA_POST 4-54,text,true,,481,223,54,54,http://localhost:3000/api/v1/inventario/marcas,17,0,2
1713939832667,19,JAVA,201,,MARCA_POST 4-21,,true,,121,224,54,54,http://localhost:8080/api/v1/inventario/marcas,19,0,1
1713939832658,33,GO,200,OK,MARCA_POST 4-20,text,true,,481,223,55,55,http://localhost:3000/api/v1/inventario/marcas,33,0,0
1713939832686,15,GO,200,OK,MARCA_POST 4-21,text,true,,481,223,56,56,http://localhost:3000/api/v1/inventario/marcas,15,0,0
1713939832690,14,GO,200,OK,MARCA_POST 4-55,text,true,,481,223,56,56,http://localhost:3000/api/v1/inventario/marcas,14,0,1
1713939832701,10,GO,200,OK,MARCA_POST 4-56,text,true,,481,223,56,56,http://localhost:3000/api/v1/inventario/marcas,10,0,1
1713939832718,9,GO,200,OK,MARCA_POST 4-57,text,true,,481,223,57,57,http://localhost:3000/api/v1/inventario/marcas,9,0,2
1713939832046,685,PYTHON,201,Created,MARCA_POST 4-22,text,true,,366,226,57,57,http://localhost:8000/api/v1/inventario/marcas,685,0,1
1713939832732,9,JAVA,201,,MARCA_POST 4-22,,true,,121,224,57,57,http://localhost:8080/api/v1/inventario/marcas,9,0,1
1713939832742,4,GO,200,OK,MARCA_POST 4-22,text,true,,481,223,57,57,http://localhost:3000/api/v1/inventario/marcas,4,0,0
1713939832749,10,GO,200,OK,MARCA_POST 4-58,text,true,,481,223,58,58,http://localhost:3000/api/v1/inventario/marcas,10,0,2
1713939832062,697,PYTHON,201,Created,MARCA_POST 4-1,text,true,,366,226,58,58,http://localhost:8000/api/v1/inventario/marcas,697,0,1
1713939832760,5,JAVA,201,,MARCA_POST 4-1,,true,,121,224,59,59,http://localhost:8080/api/v1/inventario/marcas,5,0,0
1713939832765,5,GO,200,OK,MARCA_POST 4-1,text,true,,481,223,59,59,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832067,704,PYTHON,201,Created,MARCA_POST 4-9,text,true,,366,226,59,59,http://localhost:8000/api/v1/inventario/marcas,704,0,1
1713939832764,8,GO,200,OK,MARCA_POST 4-59,text,true,,481,223,59,59,http://localhost:3000/api/v1/inventario/marcas,8,0,3
1713939832771,6,JAVA,201,,MARCA_POST 4-9,,true,,121,224,59,59,http://localhost:8080/api/v1/inventario/marcas,6,0,0
1713939832777,5,GO,200,OK,MARCA_POST 4-9,text,true,,481,223,59,59,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832783,8,GO,200,OK,MARCA_POST 4-60,text,true,,481,223,60,60,http://localhost:3000/api/v1/inventario/marcas,8,0,2
1713939832799,6,GO,200,OK,MARCA_POST 4-61,text,true,,481,223,61,61,http://localhost:3000/api/v1/inventario/marcas,6,0,1
1713939832067,742,PYTHON,201,Created,MARCA_POST 4-23,text,true,,366,226,61,61,http://localhost:8000/api/v1/inventario/marcas,742,0,1
1713939832810,6,JAVA,201,,MARCA_POST 4-23,,true,,121,224,61,61,http://localhost:8080/api/v1/inventario/marcas,6,0,1
1713939832816,5,GO,200,OK,MARCA_POST 4-23,text,true,,481,223,62,62,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832819,7,GO,200,OK,MARCA_POST 4-62,text,true,,481,223,62,62,http://localhost:3000/api/v1/inventario/marcas,7,0,1
1713939832110,722,PYTHON,201,Created,MARCA_POST 4-24,text,true,,366,226,62,62,http://localhost:8000/api/v1/inventario/marcas,722,0,1
1713939832833,7,JAVA,201,,MARCA_POST 4-24,,true,,121,224,62,62,http://localhost:8080/api/v1/inventario/marcas,7,0,1
1713939832840,6,GO,200,OK,MARCA_POST 4-24,text,true,,481,223,63,63,http://localhost:3000/api/v1/inventario/marcas,6,0,0
1713939832843,10,GO,200,OK,MARCA_POST 4-63,text,true,,481,223,63,63,http://localhost:3000/api/v1/inventario/marcas,10,0,1
1713939832124,731,PYTHON,201,Created,MARCA_POST 4-25,text,true,,366,226,63,63,http://localhost:8000/api/v1/inventario/marcas,731,0,0
1713939832856,11,JAVA,201,,MARCA_POST 4-25,,true,,121,224,64,64,http://localhost:8080/api/v1/inventario/marcas,11,0,0
1713939832860,9,GO,200,OK,MARCA_POST 4-64,text,true,,481,223,64,64,http://localhost:3000/api/v1/inventario/marcas,9,0,1
1713939832145,726,PYTHON,201,Created,MARCA_POST 4-10,text,true,,366,226,64,64,http://localhost:8000/api/v1/inventario/marcas,726,0,1
1713939832867,11,GO,200,OK,MARCA_POST 4-25,text,true,,481,223,64,64,http://localhost:3000/api/v1/inventario/marcas,11,0,0
1713939832871,13,JAVA,201,,MARCA_POST 4-10,,true,,121,224,65,65,http://localhost:8080/api/v1/inventario/marcas,13,0,0
1713939832884,7,GO,200,OK,MARCA_POST 4-10,text,true,,481,223,65,65,http://localhost:3000/api/v1/inventario/marcas,7,0,0
1713939832883,12,GO,200,OK,MARCA_POST 4-65,text,true,,481,223,65,65,http://localhost:3000/api/v1/inventario/marcas,12,0,1
1713939832144,762,PYTHON,201,Created,MARCA_POST 4-26,text,true,,366,226,66,66,http://localhost:8000/api/v1/inventario/marcas,762,0,1
1713939832899,8,GO,200,OK,MARCA_POST 4-66,text,true,,481,223,66,66,http://localhost:3000/api/v1/inventario/marcas,8,0,2
1713939832907,7,JAVA,201,,MARCA_POST 4-26,,true,,121,224,66,66,http://localhost:8080/api/v1/inventario/marcas,7,0,0
1713939832914,5,GO,200,OK,MARCA_POST 4-26,text,true,,481,223,66,66,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832170,765,PYTHON,201,Created,MARCA_POST 4-27,text,true,,366,226,67,67,http://localhost:8000/api/v1/inventario/marcas,765,0,0
1713939832930,8,GO,200,OK,MARCA_POST 4-67,text,true,,481,223,67,67,http://localhost:3000/api/v1/inventario/marcas,8,0,1
1713939832935,7,JAVA,201,,MARCA_POST 4-27,,true,,121,224,67,67,http://localhost:8080/api/v1/inventario/marcas,7,0,1
1713939832944,7,GO,200,OK,MARCA_POST 4-68,text,true,,481,223,68,68,http://localhost:3000/api/v1/inventario/marcas,7,0,1
1713939832942,4,GO,200,OK,MARCA_POST 4-27,text,true,,481,223,68,68,http://localhost:3000/api/v1/inventario/marcas,4,0,0
1713939832192,766,PYTHON,201,Created,MARCA_POST 4-2,text,true,,366,226,68,68,http://localhost:8000/api/v1/inventario/marcas,766,0,1
1713939832958,5,JAVA,201,,MARCA_POST 4-2,,true,,121,224,69,69,http://localhost:8080/api/v1/inventario/marcas,5,0,0
1713939832963,4,GO,200,OK,MARCA_POST 4-2,text,true,,481,223,69,69,http://localhost:3000/api/v1/inventario/marcas,4,0,0
1713939832963,7,GO,200,OK,MARCA_POST 4-69,text,true,,481,223,69,69,http://localhost:3000/api/v1/inventario/marcas,7,0,1
1713939832979,6,GO,200,OK,MARCA_POST 4-70,text,true,,481,223,70,70,http://localhost:3000/api/v1/inventario/marcas,6,0,1
1713939832192,802,PYTHON,201,Created,MARCA_POST 4-4,text,true,,366,226,70,70,http://localhost:8000/api/v1/inventario/marcas,802,0,1
1713939832994,4,JAVA,201,,MARCA_POST 4-4,,true,,121,224,70,70,http://localhost:8080/api/v1/inventario/marcas,4,0,0
1713939832998,7,GO,200,OK,MARCA_POST 4-4,text,true,,481,223,70,70,http://localhost:3000/api/v1/inventario/marcas,7,0,0
1713939833010,7,GO,200,OK,MARCA_POST 4-71,text,true,,481,223,71,71,http://localhost:3000/api/v1/inventario/marcas,7,0,1
1713939832193,835,PYTHON,201,Created,MARCA_POST 4-28,text,true,,366,226,71,71,http://localhost:8000/api/v1/inventario/marcas,835,0,0
1713939833028,8,JAVA,201,,MARCA_POST 4-28,,true,,121,224,72,72,http://localhost:8080/api/v1/inventario/marcas,8,0,1
1713939833032,6,GO,200,OK,MARCA_POST 4-72,text,true,,481,223,72,72,http://localhost:3000/api/v1/inventario/marcas,6,0,1
1713939833036,5,GO,200,OK,MARCA_POST 4-28,text,true,,481,223,72,72,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832210,843,PYTHON,201,Created,MARCA_POST 4-30,text,true,,366,226,73,73,http://localhost:8000/api/v1/inventario/marcas,842,0,1
1713939833047,8,GO,200,OK,MARCA_POST 4-73,text,true,,481,223,73,73,http://localhost:3000/api/v1/inventario/marcas,8,0,1
1713939833053,8,JAVA,201,,MARCA_POST 4-30,,true,,121,224,74,74,http://localhost:8080/api/v1/inventario/marcas,8,0,1
1713939833061,5,GO,200,OK,MARCA_POST 4-30,text,true,,481,223,74,74,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939833061,8,GO,200,OK,MARCA_POST 4-74,text,true,,481,223,74,74,http://localhost:3000/api/v1/inventario/marcas,8,0,2
1713939832210,860,PYTHON,201,Created,MARCA_POST 4-29,text,true,,366,226,74,74,http://localhost:8000/api/v1/inventario/marcas,860,0,1
1713939832237,878,PYTHON,201,Created,MARCA_POST 4-11,text,true,,366,226,76,76,http://localhost:8000/api/v1/inventario/marcas,878,0,1
1713939833097,8,GO,200,OK,MARCA_POST 4-76,text,true,,481,223,76,76,http://localhost:3000/api/v1/inventario/marcas,8,0,2
1713939833070,13,JAVA,201,,MARCA_POST 4-29,,true,,121,224,75,75,http://localhost:8080/api/v1/inventario/marcas,13,0,2
1713939833077,9,GO,200,OK,MARCA_POST 4-75,text,true,,481,223,75,75,http://localhost:3000/api/v1/inventario/marcas,9,0,1
1713939833123,5,GO,200,OK,MARCA_POST 4-29,text,true,,481,223,77,77,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939833122,16,JAVA,201,,MARCA_POST 4-11,,true,,121,224,77,77,http://localhost:8080/api/v1/inventario/marcas,16,0,0
1713939833128,11,GO,200,OK,MARCA_POST 4-77,text,true,,481,223,77,77,http://localhost:3000/api/v1/inventario/marcas,11,0,1
1713939833138,5,GO,200,OK,MARCA_POST 4-11,text,true,,481,223,77,77,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939833148,11,GO,200,OK,MARCA_POST 4-78,text,true,,481,223,78,78,http://localhost:3000/api/v1/inventario/marcas,11,0,3
1713939832238,922,PYTHON,201,Created,MARCA_POST 4-31,text,true,,366,226,78,78,http://localhost:8000/api/v1/inventario/marcas,922,0,1
1713939833161,7,JAVA,201,,MARCA_POST 4-31,,true,,121,224,79,79,http://localhost:8080/api/v1/inventario/marcas,7,0,0
1713939833165,7,GO,200,OK,MARCA_POST 4-79,text,true,,481,223,79,79,http://localhost:3000/api/v1/inventario/marcas,7,0,1
1713939832249,923,PYTHON,201,Created,MARCA_POST 4-12,text,true,,366,226,79,79,http://localhost:8000/api/v1/inventario/marcas,923,0,1
1713939833168,6,GO,200,OK,MARCA_POST 4-31,text,true,,481,223,79,79,http://localhost:3000/api/v1/inventario/marcas,6,0,0
1713939833172,13,JAVA,201,,MARCA_POST 4-12,,true,,121,224,80,80,http://localhost:8080/api/v1/inventario/marcas,13,0,0
1713939833179,10,GO,200,OK,MARCA_POST 4-80,text,true,,481,223,80,80,http://localhost:3000/api/v1/inventario/marcas,10,0,2
1713939833185,5,GO,200,OK,MARCA_POST 4-12,text,true,,481,223,80,80,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832254,948,PYTHON,201,Created,MARCA_POST 4-32,text,true,,366,226,80,80,http://localhost:8000/api/v1/inventario/marcas,948,0,1
1713939833202,7,JAVA,201,,MARCA_POST 4-32,,true,,121,224,80,80,http://localhost:8080/api/v1/inventario/marcas,7,0,1
1713939833209,5,GO,200,OK,MARCA_POST 4-32,text,true,,481,223,81,81,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939833210,7,GO,200,OK,MARCA_POST 4-81,text,true,,481,223,81,81,http://localhost:3000/api/v1/inventario/marcas,7,0,2
1713939832260,966,PYTHON,201,Created,MARCA_POST 4-13,text,true,,366,226,82,82,http://localhost:8000/api/v1/inventario/marcas,966,0,1
1713939833226,5,JAVA,201,,MARCA_POST 4-13,,true,,121,224,82,82,http://localhost:8080/api/v1/inventario/marcas,5,0,0
1713939833225,7,GO,200,OK,MARCA_POST 4-82,text,true,,481,223,82,82,http://localhost:3000/api/v1/inventario/marcas,7,0,1
1713939833231,4,GO,200,OK,MARCA_POST 4-13,text,true,,481,223,82,82,http://localhost:3000/api/v1/inventario/marcas,4,0,0
1713939833243,8,GO,200,OK,MARCA_POST 4-83,text,true,,481,223,83,83,http://localhost:3000/api/v1/inventario/marcas,8,0,1
1713939832270,994,PYTHON,201,Created,MARCA_POST 4-33,text,true,,366,226,83,83,http://localhost:8000/api/v1/inventario/marcas,994,0,1
1713939833264,10,JAVA,201,,MARCA_POST 4-33,,true,,121,224,84,84,http://localhost:8080/api/v1/inventario/marcas,10,0,1
1713939833271,7,GO,200,OK,MARCA_POST 4-84,text,true,,481,223,84,84,http://localhost:3000/api/v1/inventario/marcas,7,0,2
1713939833274,6,GO,200,OK,MARCA_POST 4-33,text,true,,481,223,84,84,http://localhost:3000/api/v1/inventario/marcas,6,0,0
1713939832275,1029,PYTHON,201,Created,MARCA_POST 4-34,text,true,,366,226,86,86,http://localhost:8000/api/v1/inventario/marcas,1029,0,1
1713939832275,1036,PYTHON,201,Created,MARCA_POST 4-14,text,true,,366,226,86,86,http://localhost:8000/api/v1/inventario/marcas,1036,0,1
1713939833311,13,JAVA,201,,MARCA_POST 4-14,,true,,121,224,86,86,http://localhost:8080/api/v1/inventario/marcas,13,0,0
1713939833303,25,GO,200,OK,MARCA_POST 4-86,text,true,,481,223,87,87,http://localhost:3000/api/v1/inventario/marcas,25,0,1
1713939833304,24,JAVA,201,,MARCA_POST 4-34,,true,,121,224,87,87,http://localhost:8080/api/v1/inventario/marcas,24,0,1
1713939833286,47,GO,200,OK,MARCA_POST 4-85,text,true,,481,223,87,87,http://localhost:3000/api/v1/inventario/marcas,47,0,1
1713939832306,1031,PYTHON,201,Created,MARCA_POST 4-35,text,true,,366,226,87,87,http://localhost:8000/api/v1/inventario/marcas,1031,0,1
1713939833324,19,GO,200,OK,MARCA_POST 4-14,text,true,,481,223,87,87,http://localhost:3000/api/v1/inventario/marcas,19,0,0
1713939833328,25,GO,200,OK,MARCA_POST 4-34,text,true,,481,223,88,88,http://localhost:3000/api/v1/inventario/marcas,25,0,0
1713939833338,25,JAVA,201,,MARCA_POST 4-35,,true,,121,224,88,88,http://localhost:8080/api/v1/inventario/marcas,25,0,1
1713939833345,24,GO,200,OK,MARCA_POST 4-88,text,true,,481,223,88,88,http://localhost:3000/api/v1/inventario/marcas,24,0,2
1713939832319,1067,PYTHON,201,Created,MARCA_POST 4-36,text,true,,366,226,89,89,http://localhost:8000/api/v1/inventario/marcas,1067,0,1
1713939833363,29,GO,200,OK,MARCA_POST 4-35,text,true,,481,223,90,90,http://localhost:3000/api/v1/inventario/marcas,29,0,0
1713939833325,80,GO,200,OK,MARCA_POST 4-87,text,true,,481,223,91,91,http://localhost:3000/api/v1/inventario/marcas,80,0,2
1713939833377,40,GO,200,OK,MARCA_POST 4-89,text,true,,481,223,91,91,http://localhost:3000/api/v1/inventario/marcas,40,0,2
1713939833386,44,GO,200,OK,MARCA_POST 4-90,text,true,,481,223,92,92,http://localhost:3000/api/v1/inventario/marcas,44,0,1
1713939833386,44,JAVA,201,,MARCA_POST 4-36,,true,,121,224,92,92,http://localhost:8080/api/v1/inventario/marcas,44,0,1
1713939833402,38,GO,200,OK,MARCA_POST 4-91,text,true,,481,223,92,92,http://localhost:3000/api/v1/inventario/marcas,38,0,2
1713939833419,23,GO,200,OK,MARCA_POST 4-92,text,true,,481,223,92,92,http://localhost:3000/api/v1/inventario/marcas,23,0,6
1713939833431,18,GO,200,OK,MARCA_POST 4-36,text,true,,481,223,92,92,http://localhost:3000/api/v1/inventario/marcas,18,0,0
1713939832348,1119,PYTHON,201,Created,MARCA_POST 4-37,text,true,,366,226,93,93,http://localhost:8000/api/v1/inventario/marcas,1119,0,1
1713939833461,20,GO,200,OK,MARCA_POST 4-93,text,true,,481,223,94,94,http://localhost:3000/api/v1/inventario/marcas,20,0,1
1713939833467,34,JAVA,201,,MARCA_POST 4-37,,true,,121,224,95,95,http://localhost:8080/api/v1/inventario/marcas,34,0,1
1713939832351,1166,PYTHON,201,Created,MARCA_POST 4-6,text,true,,366,226,96,96,http://localhost:8000/api/v1/inventario/marcas,1166,0,1
1713939832376,1154,PYTHON,201,Created,MARCA_POST 4-5,text,true,,366,226,97,97,http://localhost:8000/api/v1/inventario/marcas,1154,0,1
1713939833486,49,GO,200,OK,MARCA_POST 4-95,text,true,,481,223,97,97,http://localhost:3000/api/v1/inventario/marcas,49,0,2
1713939833475,60,GO,200,OK,MARCA_POST 4-94,text,true,,481,223,97,97,http://localhost:3000/api/v1/inventario/marcas,60,0,2
1713939833517,29,JAVA,201,,MARCA_POST 4-6,,true,,121,224,97,97,http://localhost:8080/api/v1/inventario/marcas,29,0,0
1713939833501,56,GO,200,OK,MARCA_POST 4-37,text,true,,481,223,98,98,http://localhost:3000/api/v1/inventario/marcas,56,0,0
1713939832387,1179,PYTHON,201,Created,MARCA_POST 4-38,text,true,,366,226,99,99,http://localhost:8000/api/v1/inventario/marcas,1179,0,1
1713939833546,24,GO,200,OK,MARCA_POST 4-6,text,true,,481,223,99,99,http://localhost:3000/api/v1/inventario/marcas,24,0,0
1713939833519,51,GO,200,OK,MARCA_POST 4-97,text,true,,481,223,99,99,http://localhost:3000/api/v1/inventario/marcas,51,0,1
1713939833530,40,JAVA,201,,MARCA_POST 4-5,,true,,121,224,99,99,http://localhost:8080/api/v1/inventario/marcas,40,0,0
1713939833503,78,GO,200,OK,MARCA_POST 4-96,text,true,,481,223,99,99,http://localhost:3000/api/v1/inventario/marcas,78,0,1
1713939833571,14,GO,200,OK,MARCA_POST 4-5,text,true,,481,223,99,99,http://localhost:3000/api/v1/inventario/marcas,14,0,0
1713939833567,25,GO,200,OK,MARCA_POST 4-99,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,25,0,3
1713939833567,25,JAVA,201,,MARCA_POST 4-38,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,25,0,1
1713939833554,38,GO,200,OK,MARCA_POST 4-98,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,38,0,1
1713939832404,1221,PYTHON,201,Created,MARCA_POST 4-40,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1221,0,1
1713939833588,17,GO,200,OK,MARCA_POST 4-100,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,17,0,2
1713939832394,1209,PYTHON,201,Created,MARCA_POST 4-39,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1209,0,0
1713939833592,8,GO,200,OK,MARCA_POST 4-38,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,8,0,0
1713939833630,8,JAVA,201,,MARCA_POST 4-39,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,8,0,0
1713939833630,12,JAVA,201,,MARCA_POST 4-40,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,12,0,0
1713939833638,13,GO,200,OK,MARCA_POST 4-39,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,13,0,0
1713939832417,1244,PYTHON,201,Created,MARCA_POST 4-15,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1244,0,1
1713939833642,21,GO,200,OK,MARCA_POST 4-40,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,21,0,0
1713939833661,7,JAVA,201,,MARCA_POST 4-15,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,7,0,0
1713939833668,5,GO,200,OK,MARCA_POST 4-15,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832417,1276,PYTHON,201,Created,MARCA_POST 4-41,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1276,0,1
1713939833693,7,JAVA,201,,MARCA_POST 4-41,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,7,0,1
1713939833700,4,GO,200,OK,MARCA_POST 4-41,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,4,0,0
1713939832428,1285,PYTHON,201,Created,MARCA_POST 4-16,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1285,0,1
1713939833713,5,JAVA,201,,MARCA_POST 4-16,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,5,0,0
1713939833718,4,GO,200,OK,MARCA_POST 4-16,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,4,0,0
1713939832446,1286,PYTHON,201,Created,MARCA_POST 4-42,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1286,0,0
1713939833732,7,JAVA,201,,MARCA_POST 4-42,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,7,0,1
1713939833739,5,GO,200,OK,MARCA_POST 4-42,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,5,0,0
1713939832490,1324,PYTHON,201,Created,MARCA_POST 4-7,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1324,0,1
1713939833814,7,JAVA,201,,MARCA_POST 4-7,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,7,0,0
1713939832490,1331,PYTHON,201,Created,MARCA_POST 4-43,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1331,0,1
1713939833821,8,GO,200,OK,MARCA_POST 4-7,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,8,0,0
1713939833822,12,JAVA,201,,MARCA_POST 4-43,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,12,0,1
1713939832506,1330,PYTHON,201,Created,MARCA_POST 4-44,text,true,,366,226,100,100,http://localhost:8000/api/v1/inventario/marcas,1330,0,1
1713939833835,11,GO,200,OK,MARCA_POST 4-43,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,11,0,0
1713939833837,15,JAVA,201,,MARCA_POST 4-44,,true,,121,224,100,100,http://localhost:8080/api/v1/inventario/marcas,15,0,1
1713939833853,6,GO,200,OK,MARCA_POST 4-44,text,true,,481,223,100,100,http://localhost:3000/api/v1/inventario/marcas,6,0,0
